,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen
510,"Casa en Venta,Sierra Alta,Estricta Seguridad,Extraordinaria,Monterrey,Nuevo Leon","$ 17,950,000",4,680,"Sierra Alta 2a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-estricta-seguridad-extraordinaria-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bb0c20ac5a9bd8.jpg
511,"Casa en Venta,Lomas del Vergel,Estricta Seguridad,Amplia,Monterrey,Nuevo LeÃ³n","$ 5,550,000",3,316,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lomas-del-vergel-estricta-seguridad-amplia-monterrey-nuevo-lea3n.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4cb326b073a3f5.jpg
512,"Casa en Venta,Encinos del Vergel,Estricta Seguridad,Estrene,Monterrey,Nuevo Leon","$ 10,250,000",3,450,"Privada Residencial El Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-encinos-del-vergel-estricta-seguridad-estrene-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fd411b73537f43.jpg
513,"Casa en Venta,Estricta Seguridad,Colinas de San Jeronimo, Monterrey,Nuevo Leon","$ 9,200,000",4,472,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-estricta-seguridad-colinas-de-san-jeronimo-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2e85d25aaf02e1.jpg
514,RESIDENCIA NIVEL PLUS/ FRACCIONAMIENTO PRIVADO,"$ 6,900,000",3,388,"Cumbres Elite, Monterrey",https://www.lamudi.com.mx/residencia-nivel-plus-fraccionamiento-privado.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/380c6c9b8df737.jpg
516,Casa en Venta La Joya Residencial,"$ 12,325,000",5,548,"La Joya, Monterrey",https://www.lamudi.com.mx/casa-en-venta-la-joya-residencial-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d4d23904e0c0c1.jpg
517,"Casa En Venta En Jardines De La Moderna, Monterrey, Nuevo Leon","$ 2,800,000",1,286,"Jardines Moderna, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-jardines-de-la-moderna-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/727458d099acbe.jpg
518,"Casa En Venta En Hacienda San Francisco, Monterrey, Nuevo Leon","$ 10,200,000",4,620,"Hacienda San Francisco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-hacienda-san-francisco-monterrey-nuevo-leon-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/83de5b0c5462a1.jpg
519,"Casa En Venta En Bosques De Las Cumbres, Monterrey, Nuevo Leon","$ 5,300,000",3,245,"Bosques de las Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-bosques-de-las-cumbres-monterrey-nuevo-leon-13.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f2a89022749f78.jpg
520,"Casa En Venta En Colinas De San Jeronimo, Monterrey, Nuevo Leon","$ 11,900,000",3,343,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colinas-de-san-jeronimo-monterrey-nuevo-leon-28.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a71750f52e6b47.jpg
521,Venta de Casa En Privadas de Lincoln en Fraccionamiento Privado con Ampliacion,"$ 1,999,000",3,99,"Privadas de Lincoln, Monterrey",https://www.lamudi.com.mx/venta-de-casa-en-privadas-de-lincoln-en-fraccionamiento-privado-con-ampliacion.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/37213bd10dcf8b.jpg
522,Casa en Venta en Carolco,"$ 9,900,000",5,464,"Carolco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carolco-60.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4efd153e3edef3.jpg
523,"Casa En Venta En Lomas, Monterrey, Nuevo Leon","$ 5,948,000",2,114,"Lomas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lomas-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/56270a147ae93b.jpg
524,"Casa En Venta En Los Azulejos, Monterrey, Nuevo Leon","$ 10,500,000",3,500,"Privada Residencial El Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-los-azulejos-monterrey-nuevo-leon-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5128133da672e5.jpg
525,"Casa En Venta En Colinas Del Valle, Monterrey, Nuevo Leon","$ 7,000,000",3,311,"Colinas Del Valle, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colinas-del-valle-monterrey-nuevo-leon-24.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e9ecfd70a16615.jpg
526,"Casa En Venta En Lomas De Valle Alto, Monterrey, Nuevo Leon","$ 20,900,000",3,963,"Lomas de Valle Alto, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lomas-de-valle-alto-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/daf49ded5ad780.jpg
527,Casa Nueva en Venta en Lomas de Montecristo Monterrey,"$ 13,685,000",4,458,"Lomas de Montecristo, Monterrey",https://www.lamudi.com.mx/casa-nueva-en-venta-en-lomas-de-montecristo-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/338b868135ce53.jpg
528,"Casa En Venta En La Joya Privada Residencial, Monterrey, Nuevo Leon","$ 14,500,000",4,541,"La Joya, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-joya-privada-residencial-monterrey-nuevo-leon-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/89f0f9677a653b.jpg
529,"Casa en Venta Hacienda los Encinos, Carretera Nacional","$ 14,500,000",4,655,"Hacienda los Encinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-hacienda-los-encinos-carretera-nacional-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/939b28e944098b.jpg
530,CASA EN VENTA * CONTRY LA SILLA * EXCELENTE UBICACION * AMPLIOS ESPACIOS,"$ 8,590,000",3,420,Monterrey,https://www.lamudi.com.mx/casa-en-venta-contry-la-silla-excelente-ubicacion-amplios-espacios.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5d113111116d95.jpg
531,CASA EN VENTA LA JOYA,"$ 11,900,000",3,459,"La Joya, Monterrey",https://www.lamudi.com.mx/casa-en-venta-la-joya-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5f243fbbd2bc80.jpg
532,"Casa en Venta/ Renta Carolco, Carretera Nacional","$ 8,554,000",3,356,"Carolco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-renta-carolco-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/333f1970edeac2.jpg
533,"Casa En Venta En Valle De Cristal, Monterrey, Nuevo Leon","$ 8,700,000",4,415,"Valle de Cristal, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-valle-de-cristal-monterrey-nuevo-leon-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6ef9c736640689.jpg
534,Casa en Carretera nacional -  Valle de Bosquencinos,"$ 9,500,000",3,427,"Valle de Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-carretera-nacional-valle-de-bosquencinos.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5cc55ae21bd7d0.jpg
535,"Casa En Venta En Cerezos Residencial, Monterrey, Nuevo Leon","$ 8,300,000",3,420,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cerezos-residencial-monterrey-nuevo-leon-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ebc20c1686cf5c.jpg
536,"Casa En Venta En Las Cumbres 2 Sector, Monterrey, Nuevo Leon","$ 8,490,000",3,299,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-cumbres-2-sector-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3229d76456ce80.jpg
537,Casa en Venta Encinos del Vergel,"$ 10,250,000",3,424,"Encinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-encinos-del-vergel-14.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4822ad0a13eda3.jpg
538,Casa en Venta Cumbres 3er Sector,"$ 7,000,000",4,525,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-3er-sector-14.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/916e46369280db.jpg
539,Casa en Venta en La Herradura,"$ 27,000,000",3,970,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-herradura-107.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3d4b8ce2b7ea2b.jpg
542,"Casa En Venta En Bosques De Valle Alto 1er. Sector, Monterrey, Nuevo Leon","$ 11,695,000",3,502,"Bosques de Valle Alto, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-bosques-de-valle-alto-1er-sector-monterrey-nuevo-leon-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/30a443da60a11c.jpg
543,"Casa En Venta En Cumbres Elite Sector Villas, Monterrey, Nuevo Leon","$ 4,800,000",3,208,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-elite-sector-villas-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/558b3d9f5d78c1.jpg
548,CASA EN VENTA COLINAS DEL VALLE,"$ 7,900,000",3,360,"Colinas Del Valle, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colinas-del-valle-50.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3177b42b8f14b6.jpg
549,Casa en VENTA Arriba de Av Leones Cima del bosque Zona Cumbres Monterrey,"$ 11,000,000",3,600,"Cima del Bosque, Monterrey",https://www.lamudi.com.mx/casa-en-venta-arriba-de-av-leones-cima-del-bosque-zona-cumbres-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2040d2406e8e86.jpg
550,"Casa en Mitras centro,  Monterrey","$ 6,500,000",3,240,"Mitras Centro, Monterrey",https://www.lamudi.com.mx/casa-en-mitras-centro-monterrey-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f53b671bfad815.jpg
551,"Casa En Venta En Cumbres Platinum, Monterrey, Nuevo Leon","$ 3,890,000",3,250,"Cumbres Platino, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-platinum-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8e6bc4c4f763f9.jpg
552,"Casa En Venta En Campestre Bugambilias, Monterrey, Nuevo Leon","$ 21,800,000",3,650,"Campestre Bugambilias, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-campestre-bugambilias-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/85d5ca33f05b3e.jpg
553,"Casa En Venta En Carolco, Monterrey, Nuevo Leon","$ 13,500,000",4,550,"Carolco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carolco-monterrey-nuevo-leon-14.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/31be9233d12a03.jpg
554,"Casa En Venta En Carolco, Monterrey, Nuevo Leon","$ 12,450,000",4,550,"Carolco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carolco-monterrey-nuevo-leon-22.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8340c577e73712.jpg
555,Casa en Venta Bosques de Vistancia,"$ 6,665,000",3,261,"Vistancia, Monterrey",https://www.lamudi.com.mx/casa-en-venta-bosques-de-vistancia-32.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/31dba164e25714.jpg
556,"Casa En Venta En La Joya Privada Residencial, Monterrey, Nuevo Leon","$ 11,500,000",3,446,"La Joya, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-joya-privada-residencial-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/66f59819279419.jpg
557,"Casa En Venta En Lomas Del Vergel, Monterrey, Nuevo Leon","$ 6,750,000",3,311,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lomas-del-vergel-monterrey-nuevo-leon-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/793017fb8d54e2.jpg
558,Casa en venta Lomas del Vergel al Sur de Monterrey,"$ 5,300,000",3,273,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lomas-del-vergel-al-sur-de-monterrey-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/82af6f0a7cec65.jpg
559,"Casa En Venta En La Toscana, Monterrey, Nuevo Leon","$ 25,000,000",3,810,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-toscana-monterrey-nuevo-leon-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4093e5c65dfd90.jpg
560,"Casa nueva en venta en carretera nacional, paseo del vergel, $5,800,000","$ 5,800,000",3,330,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-nueva-en-venta-en-carretera-nacional-paseo-del-vergel-5-800-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/70e749e3dccd7f.jpg
561,Casa en Venta en Cumbres 3er Sector,"$ 4,500,000",4,367,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-3er-sector-21.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/595524593ca4e6.jpg
562,Casa Renta en Carretera Nacional.,"$ 8,366,000",3,357,"Palmares Residencial, Monterrey",https://www.lamudi.com.mx/casa-renta-en-carretera-nacional-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/470418d779095f.jpg
563,"Casa En Venta En Lomas Del Vergel, Monterrey, Nuevo Leon","$ 4,800,000",3,258,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lomas-del-vergel-monterrey-nuevo-leon-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/790a8398591a62.jpg
564,"Casa En Venta En Los Cristales, Monterrey, Nuevo Leon","$ 12,500,000",3,400,"Los Cristales, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-los-cristales-monterrey-nuevo-leon-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ce747bd96d1f77.jpg
565,"Casa En Venta En Residencial Vistalta, Monterrey, Nuevo Leon","$ 10,890,000",4,440,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vistalta-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/54bc9e35591eb6.jpg
566,VENTA DE CASA ENCINOS DEL VERGEL EN CARRETERA NACIONAL.,"$ 10,250,000",3,424,"Canterias, Monterrey",https://www.lamudi.com.mx/venta-de-casa-encinos-del-vergel-en-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/70c804bed7141f.jpg
567,"Casa En Venta En Colinas Del Valle, Monterrey, Nuevo Leon","$ 6,700,000",3,352,"Colinas Del Valle, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colinas-del-valle-monterrey-nuevo-leon-29.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9b9d879ef2dd6d.jpg
568,"Casa En Venta En Los Cristales, Monterrey, Nuevo Leon","$ 8,500,000",3,300,"Los Cristales, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-los-cristales-monterrey-nuevo-leon-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a673f4f44e2d97.jpg
569,CASA EN VENTA COLINAS DEL VALLE,"$ 6,700,000",3,352,"Colinas Del Valle, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colinas-del-valle-57.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1e981ee2efbcad.jpg
570,CASA EN VENTA EN COLINAS DEL VALLE,"$ 6,790,000",3,370,"Colinas Del Valle, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colinas-del-valle-78.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/525e13cfd767a9.jpg
571,CASA EN VENTA CORTIJO DEL RIO MONTERREY,"$ 4,300,000",3,217,"Cortijo Del Rio, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cortijo-del-rio-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4b1fe497750d58.jpg
572,Venta Casa Carolco Carretera Nacional Monterrey Nuevo Leon,"$ 9,250,000",3,400,"Carolco, Monterrey",https://www.lamudi.com.mx/venta-casa-carolco-carretera-nacional-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4843ab8bf0ba0.jpg
573,Casa en venta Cumbres 4 sector,"$ 14,200,000",5,670,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-4-sector-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/47c31576e60cb6.jpg
574,"Casa En Venta En Cerradas De Cumbres, Monterrey, Nuevo Leon","$ 4,400,000",3,278,"Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cerradas-de-cumbres-monterrey-nuevo-leon-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4490999688eb40.jpg
575,"Casa en Venta Sierra Alta Estricta Seguridad,Espectacular, Monterrey Nuevo Leon","$ 19,950,000",5,650,"Sierra Alta 2a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-estricta-seguridad-espectacular-monterrey-nuevo-leon-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6cff3bc9fb0ca2.jpg
576,"Casa en Venta,Lomas del Vergel,Estricta seguridad,Nueva,Monterrey,Nuevo Leon","$ 5,350,000",3,310,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lomas-del-vergel-estricta-seguridad-nueva-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/34366067e39193.jpg
577,CASA EN VENTA EN LA HERRADURA  CLUB DE GOLF MONTERREY ZONA SUR CARRETERA NACIONA,"$ 26,900,000",5,860,"Club de Golf La Herradura, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-herradura-club-de-golf-monterrey-zona-sur-carretera-naciona.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c5d4574b40b3dd.jpg
578,"CASA EN VENTA EN LA HERRADURA CAMPO DE GOLF, ZONA SUR, CARRETERA NACIONAL","$ 25,900,000",5,756,"Club de Golf La Herradura, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-herradura-campo-de-golf-zona-sur-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/48c1eddd4a9dc6.jpg
579,"Casa en Venta en Privada los Pinos $2,900,000","$ 2,900,000",3,162,"Los Pinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-privada-los-pinos-2-900-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1af619410643d4.jpg
580,CASA VENTA MONTERREY COLONIA CATALONIA,"$ 9,500,000",3,300,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-venta-monterrey-colonia-catalonia.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dcf856a001b306.jpg
581,DEPARTAMENTO EN VENTA EN VALLE DE LOS CEDROS - MONTERREY,"$ 1,030,000",3,65,"Valle de los Cedros, Monterrey",https://www.lamudi.com.mx/departamento-en-venta-en-valle-de-los-cedros-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d0b8a2729e2bf1.jpg
582,Casa en venta Lomas de Anahuac Monterrey...,"$ 2,950,000",3,294,"Lomas de Anahuac, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lomas-de-anahuac-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b93f792678a3fb.jpg
583,CASA EN VENTA EN PEDREGAL LA SILLA ZONA SUR MONTERREY,"$ 4,490,000",3,270,"Pedregal La Silla, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-pedregal-la-silla-zona-sur-monterrey-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e2607f4300bccc.jpg
584,"Casa En Venta En Colinas De San Jeronimo, Monterrey, Nuevo Leon","$ 6,900,000",3,385,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colinas-de-san-jeronimo-monterrey-nuevo-leon-30.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e15a79c6ac9bd9.jpg
585,Casa Venta Bosques de Valle Alto,"$ 11,150,000",5,433,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-venta-bosques-de-valle-alto-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7f52c0e82bbab2.jpg
586,"Casa En Venta En Bosques De Valle Alto 1er. Sector, Monterrey, Nuevo Leon","$ 17,500,000",4,650,"Bosques de Valle Alto, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-bosques-de-valle-alto-1er-sector-monterrey-nuevo-leon-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e9696ff38ca972.jpg
587,"Hermosa casa en venta, en Dinastia, Monterrey, Nuevo Leon.","$ 14,000,000",4,640,"Residencial Dinastia, Monterrey",https://www.lamudi.com.mx/hermosa-casa-en-venta-en-dinastia-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e40da91c132d2e.jpg
588,"Casa en Venta,Satelite,Zona Sur,Recamara en planta baja,Monterrey,Nuevo Leon","$ 5,750,000",4,350,"Satelite Acueducto, Monterrey",https://www.lamudi.com.mx/casa-en-venta-satelite-zona-sur-recamara-en-planta-baja-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/aada8ac84aa0ba.jpg
589,"Casa nueva en venta en Carolco, proyecto, Carretera Nacional $11,900,000","$ 11,900,000",4,445,"Carolco, Monterrey",https://www.lamudi.com.mx/casa-nueva-en-venta-en-carolco-proyecto-carretera-nacional-11-900-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7665900cd6c72f.jpg
590,CASA EN VILLA LAS FUENTES,"$ 9,600,000",3,455,"Villa las Fuentes, Monterrey",https://www.lamudi.com.mx/casa-en-villa-las-fuentes-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1ca4efb54d1166.jpg
591,"Casa Uso Comercial En Venta En Monterrey Centro, Monterrey, Nuevo Leon","$ 2,200,000",2,123,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-uso-comercial-en-venta-en-monterrey-centro-monterrey-nuevo-leon-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d110dd78da6ecc.jpg
592,Casa en venta Col. Puerta de Hierro,"$ 3,900,000",5,265,"Puerta de Hierro Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-puerta-de-hierro.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/def306afb306e6.jpg
593,"Casa En Venta En Colinas De San Jeronimo, Monterrey, Nuevo Leon","$ 12,500,000",3,760,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colinas-de-san-jeronimo-monterrey-nuevo-leon-36.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8f6075cc523a05.jpg
594,"Casa En Venta En Residencial Y Club De Golf La Herradura, Monterrey, Nuevo Leon","$ 17,900,000",4,425,"Club de Golf La Herradura, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-y-club-de-golf-la-herradura-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/685f962fb05df7.jpg
595,Casa en Venta Cumbres 3 Sector,"$ 3,250,000",3,128,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-3-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bdd2a003b89d42.jpg
596,"Casa En Venta En Residencial Cumbres, Monterrey, Nuevo Leon","$ 13,800,000",4,385,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/52e864e3e78bcb.jpg
597,"Casa En Venta En Monterrey Centro, Monterrey, Nuevo Leon","$ 28,000,000",5,427,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-monterrey-centro-monterrey-nuevo-leon-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/af1648e20fb1a6.jpg
598,"Casa Uso Comercial En Venta En Nuevo Repueblo, Monterrey, Nuevo Leon","$ 3,300,000",2,100,"Nuevo Repueblo, Monterrey",https://www.lamudi.com.mx/casa-uso-comercial-en-venta-en-nuevo-repueblo-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ae05c3c4210bb4.jpg
599,"Casa En Venta En El Uro Oriente, Monterrey, Nuevo Leon","$ 7,190,000",3,280,"El Uro Oriente, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-el-uro-oriente-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/31baf5bd38fea6.jpg
600,"Casa En Venta En Rincon De Los Encinos, Monterrey, Nuevo Leon","$ 18,300,000",3,657,"Rincon de los Encinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-rincon-de-los-encinos-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1df60e3611ba70.jpg
